index;academic year;school year;number of students;number of classes;school
3339;2025/2026;3;11;1;347
3340;2025/2026;4;7;1;347
3341;2025/2026;5;4;1;347
3342;2024/2025;1;12;1;347
3343;2024/2025;2;11;1;347
3344;2024/2025;3;7;1;347
3345;2024/2025;4;3;1;347
3346;2024/2025;5;15;1;347
3347;2023/2024;1;11;1;347
3348;2023/2024;2;8;2;347
3349;2023/2024;3;3;1;347
3350;2023/2024;4;15;1;347
3351;2023/2024;5;8;1;347
3352;2025/2026;1;1;1;345
3353;2025/2026;2;6;1;345
3354;2025/2026;3;4;1;345
3355;2025/2026;4;3;1;345
3356;2024/2025;1;4;1;345
3357;2024/2025;2;4;1;345
3358;2024/2025;3;3;1;345
3359;2024/2025;5;5;1;345
3360;2023/2024;1;3;1;345
3361;2023/2024;2;3;1;345
3362;2023/2024;4;4;1;345
3363;2023/2024;5;2;1;345
3364;2025/2026;1;97;5;348
3365;2025/2026;2;106;5;348
3366;2025/2026;3;109;5;348
3367;2024/2025;1;100;5;348
3368;2024/2025;2;113;5;348
3369;2024/2025;3;95;5;348
3370;2023/2024;1;108;5;348
3371;2023/2024;2;100;5;348
3372;2023/2024;3;104;5;348
3373;2025/2026;0;21;0;698
3374;2024/2025;0;28;0;698
3375;2023/2024;0;26;0;698
3376;2025/2026;0;129;0;588
3377;2024/2025;0;125;0;588
3378;2023/2024;0;121;0;588
3379;2025/2026;1;58;3;291
3380;2025/2026;2;90;4;291
3381;2025/2026;3;63;3;291
3382;2025/2026;4;83;4;291
3383;2025/2026;5;83;4;291
3384;2024/2025;1;93;4;291
3385;2024/2025;2;65;3;291
3386;2024/2025;3;87;4;291
3387;2024/2025;4;84;4;291
3388;2024/2025;5;69;4;291
3389;2023/2024;1;69;3;291
3390;2023/2024;2;85;4;291
3391;2023/2024;3;82;4;291
3392;2023/2024;4;69;4;291
3393;2023/2024;5;102;5;291
3394;2025/2026;0;238;0;623
3395;2024/2025;0;226;0;623
3396;2023/2024;0;230;0;623
3397;2025/2026;1;25;2;292
3398;2025/2026;2;19;1;292
3399;2025/2026;3;24;1;292
3400;2025/2026;4;26;2;292
3401;2025/2026;5;23;1;292
3402;2024/2025;1;19;1;292
3403;2024/2025;2;22;1;292
3404;2024/2025;3;26;1;292
3405;2024/2025;4;23;1;292
3406;2024/2025;5;28;2;292
3407;2023/2024;1;23;1;292
3408;2023/2024;2;25;1;292
3409;2023/2024;3;24;1;292
3410;2023/2024;4;28;2;292
3411;2023/2024;5;33;2;292
3412;2025/2026;0;26;0;592
3413;2024/2025;0;34;0;592
3414;2023/2024;0;37;0;592
3415;2025/2026;0;84;0;667
3416;2024/2025;0;79;0;667
3417;2023/2024;0;73;0;667
3418;2025/2026;0;134;0;704
3419;2024/2025;0;130;0;704
3420;2023/2024;0;135;0;704
3421;2025/2026;1;85;4;293
3422;2025/2026;2;119;6;293
3423;2025/2026;3;100;5;293
3424;2024/2025;1;117;6;293
3425;2024/2025;2;101;5;293
3426;2024/2025;3;111;5;293
3427;2023/2024;1;100;5;293
3428;2023/2024;2;109;5;293
3429;2023/2024;3;117;5;293
3430;2025/2026;1;83;4;567
3431;2025/2026;2;90;5;567
3432;2025/2026;3;92;4;567
3433;2025/2026;4;63;3;567
3434;2025/2026;5;78;5;567
3435;2024/2025;1;95;5;567
3436;2024/2025;2;106;5;567
3437;2024/2025;3;70;3;567
3438;2024/2025;4;82;4;567
3439;2024/2025;5;57;3;567
3440;2023/2024;1;114;6;567
3441;2023/2024;2;77;4;567
3442;2023/2024;3;84;4;567
3443;2023/2024;4;61;3;567
3444;2023/2024;5;62;4;567
3445;2025/2026;1;122;6;568
3446;2025/2026;2;111;6;568
3447;2025/2026;3;130;7;568
3448;2025/2026;4;139;8;568
3449;2025/2026;5;122;9;568
3450;2024/2025;1;125;6;568
3451;2024/2025;2;127;6;568
3452;2024/2025;3;151;8;568
3453;2024/2025;4;129;7;568
3454;2024/2025;5;113;7;568
3455;2023/2024;1;130;6;568
3456;2023/2024;2;139;7;568
3457;2023/2024;3;161;8;568
3458;2023/2024;4;123;7;568
3459;2023/2024;5;117;7;568
3460;2025/2026;0;19;0;634
3461;2024/2025;0;23;0;634
3462;2023/2024;0;17;0;634
3463;2025/2026;0;58;0;608
3464;2024/2025;0;57;0;608
3465;2023/2024;0;65;0;608
3466;2025/2026;1;53;3;569
3467;2025/2026;2;45;3;569
3468;2025/2026;3;40;3;569
3469;2025/2026;4;37;3;569
3470;2025/2026;5;44;3;569
3471;2024/2025;1;47;3;569
3472;2024/2025;2;44;3;569
3473;2024/2025;3;38;3;569
3474;2024/2025;4;45;3;569
3475;2024/2025;5;44;3;569
3476;2023/2024;1;46;3;569
3477;2023/2024;2;41;3;569
3478;2023/2024;3;45;3;569
3479;2023/2024;4;45;3;569
3480;2023/2024;5;43;3;569
3481;2025/2026;1;53;3;384
3482;2025/2026;2;42;2;384
3483;2025/2026;3;56;3;384
3484;2025/2026;4;45;2;384
3485;2025/2026;5;37;2;384
3486;2024/2025;1;38;2;384
3487;2024/2025;2;58;3;384
3488;2024/2025;3;45;2;384
3489;2024/2025;4;36;2;384
3490;2024/2025;5;47;3;384
3491;2023/2024;1;60;3;384
3492;2023/2024;2;43;2;384
3493;2023/2024;3;33;2;384
3494;2023/2024;4;50;3;384
3495;2023/2024;5;49;3;384
3496;2025/2026;2;15;1;385
3497;2025/2026;3;14;1;385
3498;2025/2026;4;18;1;385
3499;2025/2026;5;20;1;385
3500;2024/2025;1;18;1;385
3501;2024/2025;2;16;1;385
3502;2024/2025;3;18;1;385
3503;2024/2025;4;20;1;385
3504;2024/2025;5;29;2;385
3505;2023/2024;1;17;1;385
3506;2023/2024;2;18;1;385
3507;2023/2024;3;20;1;385
3508;2023/2024;4;29;2;385
3509;2023/2024;5;23;1;385
3510;2025/2026;1;114;6;388
3511;2025/2026;2;127;6;388
3512;2025/2026;3;136;6;388
3513;2024/2025;1;126;6;388
3514;2024/2025;2;133;6;388
3515;2024/2025;3;135;6;388
3516;2023/2024;1;132;6;388
3517;2023/2024;2;136;6;388
3518;2023/2024;3;139;7;388
3519;2025/2026;1;50;3;386
3520;2025/2026;2;39;2;386
3521;2025/2026;3;57;3;386
3522;2025/2026;4;42;2;386
3523;2025/2026;5;40;2;386
3524;2024/2025;1;41;2;386
3525;2024/2025;2;59;3;386
3526;2024/2025;3;43;2;386
3527;2024/2025;4;42;2;386
3528;2024/2025;5;30;2;386
3529;2023/2024;1;57;3;386
3530;2023/2024;2;42;2;386
3531;2023/2024;3;41;2;386
3532;2023/2024;4;28;2;386
3533;2023/2024;5;45;2;386
3534;2025/2026;1;39;2;387
3535;2025/2026;2;25;2;387
3536;2025/2026;3;35;2;387
3537;2025/2026;4;27;2;387
3538;2025/2026;5;37;2;387
3539;2024/2025;1;29;2;387
3540;2024/2025;2;34;2;387
3541;2024/2025;3;27;2;387
3542;2024/2025;4;38;2;387
3543;2024/2025;5;22;1;387
3544;2023/2024;1;34;2;387
3545;2023/2024;2;26;2;387
3546;2023/2024;3;40;2;387
3547;2023/2024;4;21;1;387
3548;2023/2024;5;25;2;387
3549;2025/2026;1;5;1;249
3550;2025/2026;2;6;1;249
3551;2025/2026;3;3;1;249
3552;2025/2026;4;3;1;249
3553;2025/2026;5;7;1;249
3554;2024/2025;1;6;1;249
3555;2024/2025;2;3;1;249
3556;2024/2025;3;3;1;249
3557;2024/2025;4;7;1;249
3558;2024/2025;5;2;1;249
3559;2023/2024;1;3;1;249
3560;2023/2024;2;4;1;249
3561;2023/2024;3;7;1;249
3562;2023/2024;4;2;1;249
3563;2023/2024;5;3;1;249
3564;2025/2026;1;89;4;251
3565;2025/2026;2;93;5;251
3566;2025/2026;3;120;5;251
3567;2024/2025;1;95;5;251
3568;2024/2025;2;121;5;251
3569;2024/2025;3;86;4;251
3570;2023/2024;1;116;5;251
3571;2023/2024;2;86;4;251
3572;2023/2024;3;87;4;251
3573;2025/2026;1;10;1;248
3574;2025/2026;2;7;1;248
3575;2025/2026;3;6;1;248
3576;2025/2026;4;8;1;248
3577;2025/2026;5;11;1;248
3578;2024/2025;1;7;1;248
3579;2024/2025;2;5;1;248
3580;2024/2025;3;8;1;248
3581;2024/2025;4;11;1;248
3582;2024/2025;5;13;1;248
3583;2023/2024;1;5;1;248
3584;2023/2024;2;8;1;248
3585;2023/2024;3;10;1;248
3586;2023/2024;4;13;1;248
3587;2023/2024;5;11;1;248
3588;2025/2026;1;62;3;250
3589;2025/2026;2;71;3;250
3590;2025/2026;3;63;3;250
3591;2025/2026;4;71;4;250
3592;2025/2026;5;57;3;250
3593;2024/2025;1;71;3;250
3594;2024/2025;2;63;3;250
3595;2024/2025;3;71;4;250
3596;2024/2025;4;57;3;250
3597;2024/2025;5;72;3;250
3598;2023/2024;1;60;3;250
3599;2023/2024;2;73;4;250
3600;2023/2024;3;58;3;250
3601;2023/2024;4;72;3;250
3602;2023/2024;5;84;4;250
3603;2025/2026;1;51;2;541
3604;2025/2026;2;40;2;541
3605;2025/2026;3;39;2;541
3606;2025/2026;4;56;3;541
3607;2025/2026;5;27;2;541
3608;2024/2025;1;46;2;541
3609;2024/2025;2;40;2;541
3610;2024/2025;3;61;3;541
3611;2024/2025;4;30;2;541
3612;2024/2025;5;47;2;541
3613;2023/2024;1;45;2;541
3614;2023/2024;2;61;3;541
3615;2023/2024;3;27;2;541
3616;2023/2024;4;45;2;541
3617;2023/2024;5;43;2;541
3618;2025/2026;1;10;1;543
3619;2025/2026;2;19;1;543
3620;2025/2026;3;13;1;543
3621;2025/2026;5;7;1;543
3622;2024/2025;1;19;1;543
3623;2024/2025;2;15;1;543
3624;2024/2025;4;7;1;543
3625;2024/2025;5;8;1;543
3626;2023/2024;1;17;1;543
3627;2023/2024;3;8;1;543
3628;2023/2024;4;8;1;543
3629;2023/2024;5;2;1;543
3630;2025/2026;1;51;2;542
3631;2025/2026;2;56;3;542
3632;2025/2026;3;34;2;542
3633;2025/2026;4;38;2;542
3634;2025/2026;5;35;2;542
3635;2024/2025;1;56;3;542
3636;2024/2025;2;34;2;542
3637;2024/2025;3;38;2;542
3638;2024/2025;4;37;2;542
3639;2024/2025;5;32;2;542
3640;2023/2024;1;41;2;542
3641;2023/2024;2;34;2;542
3642;2023/2024;3;44;3;542
3643;2023/2024;4;33;2;542
3644;2023/2024;5;14;1;542
3645;2025/2026;1;10;1;540
3646;2025/2026;2;16;1;540
3647;2025/2026;3;20;1;540
3648;2025/2026;4;20;1;540
3649;2025/2026;5;20;1;540
3650;2024/2025;1;20;1;540
3651;2024/2025;2;21;1;540
3652;2024/2025;3;22;1;540
3653;2024/2025;4;20;1;540
3654;2024/2025;5;15;1;540
3655;2023/2024;1;24;1;540
3656;2023/2024;2;21;1;540
3657;2023/2024;3;20;1;540
3658;2023/2024;4;15;1;540
3659;2023/2024;5;15;1;540
3660;2025/2026;1;27;2;192
3661;2025/2026;2;24;2;192
3662;2025/2026;3;19;1;192
3663;2025/2026;4;22;1;192
3664;2025/2026;5;27;1;192
3665;2024/2025;1;26;2;192
3666;2024/2025;2;20;1;192
3667;2024/2025;3;23;1;192
3668;2024/2025;4;27;1;192
3669;2024/2025;5;23;1;192
3670;2023/2024;1;21;1;192
3671;2023/2024;2;21;1;192
3672;2023/2024;3;25;1;192
3673;2023/2024;4;23;1;192
3674;2023/2024;5;26;1;192
3675;2025/2026;1;55;3;545
3676;2025/2026;2;60;3;545
3677;2025/2026;3;30;2;545
3678;2025/2026;4;36;2;545
3679;2025/2026;5;34;2;545
3680;2024/2025;1;65;3;545
3681;2024/2025;2;34;2;545
3682;2024/2025;3;39;2;545
3683;2024/2025;4;35;2;545
3684;2024/2025;5;17;1;545
3685;2023/2024;1;44;2;545
3686;2023/2024;2;43;3;545
3687;2023/2024;3;37;2;545
3688;2023/2024;4;16;1;545
3689;2023/2024;5;43;2;545
3690;2025/2026;1;36;2;194
3691;2025/2026;2;41;2;194
3692;2025/2026;3;42;2;194
3693;2024/2025;1;42;2;194
3694;2024/2025;2;42;2;194
3695;2024/2025;3;44;2;194
3696;2023/2024;1;42;2;194
3697;2023/2024;2;44;2;194
3698;2023/2024;3;51;2;194
3699;2025/2026;1;49;2;544
3700;2025/2026;2;48;3;544
3701;2025/2026;3;54;3;544
3702;2025/2026;4;37;2;544
3703;2025/2026;5;51;3;544
3704;2024/2025;1;54;3;544
3705;2024/2025;2;59;3;544
3706;2024/2025;3;42;2;544
3707;2024/2025;4;57;3;544
3708;2024/2025;5;56;3;544
3709;2023/2024;1;64;3;544
3710;2023/2024;2;42;2;544
3711;2023/2024;3;63;3;544
3712;2023/2024;4;57;3;544
3713;2023/2024;5;54;3;544
3714;2025/2026;1;19;1;193
3715;2025/2026;2;8;1;193
3716;2025/2026;3;16;1;193
3717;2025/2026;4;22;1;193
3718;2025/2026;5;22;1;193
3719;2024/2025;1;8;1;193
3720;2024/2025;2;15;1;193
3721;2024/2025;3;22;1;193
3722;2024/2025;4;22;1;193
3723;2024/2025;5;14;1;193
3724;2023/2024;1;16;1;193
3725;2023/2024;2;23;1;193
3726;2023/2024;3;21;1;193
3727;2023/2024;4;14;1;193
3728;2023/2024;5;14;1;193
3729;2025/2026;0;91;0;661
3730;2024/2025;0;95;0;661
3731;2023/2024;0;87;0;661
3732;2025/2026;0;42;0;676
3733;2024/2025;0;45;0;676
3734;2023/2024;0;38;0;676
3735;2025/2026;0;53;0;671
3736;2024/2025;0;50;0;671
3737;2023/2024;0;49;0;671
3738;2025/2026;0;46;0;630
3739;2024/2025;0;51;0;630
3740;2023/2024;0;64;0;630
3741;2025/2026;1;25;1;149
3742;2025/2026;2;9;1;149
3743;2025/2026;3;12;1;149
3744;2025/2026;4;20;1;149
3745;2025/2026;5;15;1;149
3746;2024/2025;1;13;1;149
3747;2024/2025;2;10;1;149
3748;2024/2025;3;23;1;149
3749;2024/2025;4;17;1;149
3750;2024/2025;5;17;1;149
3751;2023/2024;1;15;1;149
3752;2023/2024;2;21;1;149
3753;2023/2024;3;16;1;149
3754;2023/2024;4;18;1;149
3755;2023/2024;5;17;1;149
3756;2025/2026;1;10;1;148
3757;2025/2026;2;18;1;148
3758;2025/2026;3;11;1;148
3759;2025/2026;4;10;1;148
3760;2025/2026;5;9;1;148
3761;2024/2025;1;17;1;148
3762;2024/2025;2;10;1;148
3763;2024/2025;3;13;1;148
3764;2024/2025;4;11;1;148
3765;2024/2025;5;13;1;148
3766;2023/2024;1;7;1;148
3767;2023/2024;2;17;1;148
3768;2023/2024;3;13;1;148
3769;2023/2024;4;11;1;148
3770;2023/2024;5;16;1;148
3771;2025/2026;1;22;1;150
3772;2025/2026;2;13;1;150
3773;2025/2026;3;10;1;150
3774;2025/2026;4;17;1;150
3775;2025/2026;5;12;1;150
3776;2024/2025;1;15;1;150
3777;2024/2025;2;7;1;150
3778;2024/2025;3;15;1;150
3779;2024/2025;4;13;1;150
3780;2024/2025;5;10;1;150
3781;2023/2024;1;7;1;150
3782;2023/2024;2;15;1;150
3783;2023/2024;3;11;1;150
3784;2023/2024;4;10;1;150
3785;2025/2026;1;76;4;153
3786;2025/2026;2;93;4;153
3787;2025/2026;3;76;3;153
3788;2024/2025;1;91;4;153
3789;2024/2025;2;77;3;153
3790;2024/2025;3;106;4;153
3791;2023/2024;1;75;3;153
3792;2023/2024;2;105;4;153
3793;2023/2024;3;107;4;153
3794;2025/2026;1;19;1;152
3795;2025/2026;2;26;1;152
3796;2025/2026;3;27;1;152
3797;2025/2026;4;17;1;152
3798;2025/2026;5;27;1;152
3799;2024/2025;1;27;1;152
3800;2024/2025;2;27;1;152
3801;2024/2025;3;19;1;152
3802;2024/2025;4;26;1;152
3803;2024/2025;5;26;1;152
3804;2023/2024;1;27;1;152
3805;2023/2024;2;15;1;152
3806;2023/2024;3;27;1;152
3807;2023/2024;4;26;1;152
3808;2023/2024;5;23;1;152
3809;2025/2026;1;27;2;507
3810;2025/2026;2;13;1;507
3811;2025/2026;3;21;1;507
3812;2025/2026;4;24;1;507
3813;2025/2026;5;12;1;507
3814;2024/2025;1;16;1;507
3815;2024/2025;2;20;1;507
3816;2024/2025;3;22;1;507
3817;2024/2025;4;13;1;507
3818;2024/2025;5;16;1;507
3819;2023/2024;1;18;1;507
3820;2023/2024;2;24;1;507
3821;2023/2024;3;14;1;507
3822;2023/2024;4;17;1;507
3823;2023/2024;5;17;1;507
3824;2025/2026;1;36;2;151
3825;2025/2026;2;37;2;151
3826;2025/2026;3;45;2;151
3827;2025/2026;4;45;2;151
3828;2025/2026;5;32;2;151
3829;2024/2025;1;35;2;151
3830;2024/2025;2;44;2;151
3831;2024/2025;3;47;2;151
3832;2024/2025;4;33;2;151
3833;2024/2025;5;19;1;151
3834;2023/2024;1;46;2;151
3835;2023/2024;2;46;2;151
3836;2023/2024;3;28;2;151
3837;2023/2024;4;18;1;151
3838;2023/2024;5;27;1;151
3839;2025/2026;1;7;1;510
3840;2025/2026;3;14;1;510
3841;2025/2026;4;6;1;510
3842;2025/2026;5;17;1;510
3843;2024/2025;2;13;1;510
3844;2024/2025;3;6;1;510
3845;2024/2025;4;17;1;510
3846;2024/2025;5;13;1;510
3847;2023/2024;1;15;1;510
3848;2023/2024;2;9;1;510
3849;2023/2024;3;17;1;510
3850;2023/2024;4;13;1;510
3851;2023/2024;5;25;2;510
3852;2025/2026;1;18;1;508
3853;2025/2026;2;17;1;508
3854;2025/2026;3;14;1;508
3855;2025/2026;4;13;1;508
3856;2024/2025;1;14;1;508
3857;2024/2025;2;16;1;508
3858;2024/2025;3;13;1;508
3859;2023/2024;1;16;1;508
3860;2023/2024;2;15;1;508
3861;2025/2026;1;28;2;511
3862;2025/2026;2;35;2;511
3863;2025/2026;3;39;2;511
3864;2024/2025;1;32;2;511
3865;2024/2025;2;37;2;511
3866;2024/2025;3;42;2;511
3867;2023/2024;1;37;2;511
3868;2023/2024;2;40;2;511
3869;2023/2024;3;41;2;511
3870;2025/2026;1;16;1;509
3871;2025/2026;2;7;1;509
3872;2025/2026;3;21;1;509
3873;2025/2026;4;18;1;509
3874;2025/2026;5;16;1;509
3875;2024/2025;1;12;1;509
3876;2024/2025;2;20;1;509
3877;2024/2025;3;15;1;509
3878;2024/2025;4;15;1;509
3879;2024/2025;5;15;1;509
3880;2023/2024;1;19;1;509
3881;2023/2024;2;13;1;509
3882;2023/2024;3;15;1;509
3883;2023/2024;4;13;1;509
3884;2023/2024;5;12;1;509
3885;2025/2026;1;10;1;450
3886;2025/2026;2;11;2;450
3887;2025/2026;3;17;2;450
3888;2025/2026;1;10;1;450
3889;2025/2026;2;11;2;450
3890;2025/2026;3;17;2;450
3891;2024/2025;1;17;1;450
3892;2024/2025;2;15;2;450
3893;2024/2025;3;11;2;450
3894;2024/2025;1;17;1;450
3895;2024/2025;2;15;2;450
3896;2024/2025;3;11;2;450
3897;2023/2024;3;15;2;450
3898;2023/2024;1;16;1;450
3899;2023/2024;2;18;2;450
3900;2023/2024;1;16;1;450
3901;2023/2024;2;18;2;450
3902;2023/2024;3;15;2;450
3903;2025/2026;5;23;1;447
3904;2024/2025;5;25;1;447
3905;2025/2026;0;36;0;629
3906;2024/2025;0;45;0;629
3907;2023/2024;0;44;0;629
3908;2025/2026;1;29;2;448
3909;2025/2026;2;25;1;448
3910;2025/2026;3;26;2;448
3911;2025/2026;4;20;1;448
3912;2024/2025;1;34;2;448
3913;2024/2025;2;30;2;448
3914;2024/2025;3;23;1;448
3915;2024/2025;4;15;1;448
3916;2023/2024;1;35;2;448
3917;2023/2024;2;20;1;448
3918;2023/2024;3;16;1;448
3919;2023/2024;4;17;1;448
3920;2025/2026;1;146;7;30
3921;2025/2026;2;115;6;30
3922;2025/2026;3;90;5;30
3923;2025/2026;4;62;4;30
3924;2024/2025;1;134;6;30
3925;2024/2025;2;105;5;30
3926;2024/2025;3;97;5;30
3927;2024/2025;4;58;4;30
3928;2023/2024;1;118;5;30
3929;2023/2024;2;101;5;30
3930;2023/2024;3;103;6;30
3931;2023/2024;4;60;4;30
3932;2023/2024;5;21;1;30
3933;2025/2026;0;41;0;600
3934;2024/2025;0;40;0;600
3935;2023/2024;0;38;0;600
3936;2025/2026;1;62;3;449
3937;2025/2026;2;66;3;449
3938;2025/2026;3;54;3;449
3939;2025/2026;4;38;2;449
3940;2024/2025;1;66;3;449
3941;2024/2025;2;71;3;449
3942;2024/2025;3;50;3;449
3943;2024/2025;4;34;2;449
3944;2023/2024;1;76;3;449
3945;2023/2024;2;66;4;449
3946;2023/2024;3;56;3;449
3947;2023/2024;4;31;2;449
3948;2025/2026;1;80;4;548
3949;2025/2026;2;72;4;548
3950;2025/2026;3;74;4;548
3951;2025/2026;4;63;4;548
3952;2025/2026;5;96;5;548
3953;2024/2025;1;76;4;548
3954;2024/2025;2;79;4;548
3955;2024/2025;3;69;4;548
3956;2024/2025;4;97;5;548
3957;2024/2025;5;58;3;548
3958;2023/2024;1;88;4;548
3959;2023/2024;2;69;4;548
3960;2023/2024;3;106;5;548
3961;2023/2024;4;60;3;548
3962;2023/2024;5;81;5;548
3963;2025/2026;5;35;3;29
3964;2024/2025;5;38;3;29
3965;2025/2026;0;77;0;705
3966;2024/2025;0;80;0;705
3967;2023/2024;0;80;0;705
3968;2025/2026;1;48;2;547
3969;2025/2026;2;46;2;547
3970;2025/2026;3;41;2;547
3971;2025/2026;4;40;2;547
3972;2025/2026;5;42;2;547
3973;2024/2025;1;47;2;547
3974;2024/2025;2;38;2;547
3975;2024/2025;3;43;2;547
3976;2024/2025;4;44;2;547
3977;2024/2025;5;36;2;547
3978;2023/2024;1;46;2;547
3979;2023/2024;2;45;2;547
3980;2023/2024;3;45;2;547
3981;2023/2024;4;35;2;547
3982;2023/2024;5;52;3;547
3983;2025/2026;1;17;1;546
3984;2025/2026;2;11;1;546
3985;2025/2026;3;17;1;546
3986;2025/2026;4;17;1;546
3987;2025/2026;5;21;1;546
3988;2024/2025;1;15;1;546
3989;2024/2025;2;15;1;546
3990;2024/2025;3;19;1;546
3991;2024/2025;4;21;1;546
3992;2024/2025;5;10;1;546
3993;2023/2024;1;15;1;546
3994;2023/2024;2;19;1;546
3995;2023/2024;3;22;1;546
3996;2023/2024;4;10;1;546
3997;2023/2024;5;18;1;546
3998;2025/2026;0;30;0;721
3999;2024/2025;0;31;0;721
4000;2023/2024;0;34;0;721
4001;2025/2026;0;52;0;625
4002;2024/2025;0;59;0;625
4003;2023/2024;0;63;0;625
4004;2025/2026;1;61;3;549
4005;2025/2026;2;46;3;549
4006;2025/2026;3;62;3;549
4007;2025/2026;4;57;3;549
4008;2025/2026;5;47;3;549
4009;2024/2025;1;56;3;549
4010;2024/2025;2;68;3;549
4011;2024/2025;3;58;3;549
4012;2024/2025;4;50;3;549
4013;2024/2025;5;58;3;549
4014;2023/2024;1;76;3;549
4015;2023/2024;2;62;3;549
4016;2023/2024;3;58;3;549
4017;2023/2024;4;59;3;549
4018;2023/2024;5;48;3;549
4019;2025/2026;1;35;2;258
4020;2025/2026;2;32;2;258
4021;2025/2026;3;19;2;258
4022;2025/2026;4;17;2;258
4023;2025/2026;5;13;2;258
4024;2024/2025;1;40;2;258
4025;2024/2025;2;26;1;258
4026;2024/2025;3;19;3;258
4027;2024/2025;4;14;2;258
4028;2024/2025;5;16;2;258
4029;2023/2024;1;28;1;258
4030;2023/2024;2;17;1;258
4031;2023/2024;3;19;2;258
4032;2023/2024;4;17;2;258
4033;2023/2024;5;25;2;258
4034;2025/2026;1;18;1;259
4035;2025/2026;2;14;1;259
4036;2025/2026;3;6;2;259
4037;2025/2026;4;7;2;259
4038;2025/2026;5;6;1;259
4039;2024/2025;1;17;1;259
4040;2024/2025;2;5;1;259
4041;2024/2025;3;7;1;259
4042;2024/2025;4;4;1;259
4043;2024/2025;5;24;1;259
4044;2023/2024;1;12;1;259
4045;2023/2024;2;10;1;259
4046;2023/2024;3;5;1;259
4047;2023/2024;4;25;1;259
4048;2023/2024;5;16;1;259
4049;2025/2026;1;11;1;260
4050;2025/2026;2;25;1;260
4051;2025/2026;3;14;1;260
4052;2025/2026;4;11;1;260
4053;2025/2026;5;18;1;260
4054;2024/2025;1;24;1;260
4055;2024/2025;2;15;1;260
4056;2024/2025;3;11;1;260
4057;2024/2025;4;18;1;260
4058;2024/2025;5;22;1;260
4059;2023/2024;1;13;1;260
4060;2023/2024;2;17;1;260
4061;2023/2024;3;16;1;260
4062;2023/2024;4;22;1;260
4063;2023/2024;5;14;1;260
4064;2025/2026;1;6;1;261
4065;2025/2026;2;3;1;261
4066;2025/2026;3;4;1;261
4067;2025/2026;4;3;1;261
4068;2025/2026;5;3;1;261
4069;2024/2025;1;4;1;261
4070;2024/2025;2;4;1;261
4071;2024/2025;3;2;1;261
4072;2024/2025;4;4;2;261
4073;2023/2024;1;3;1;261
4074;2023/2024;2;2;1;261
4075;2023/2024;3;4;2;261
4076;2023/2024;4;1;1;261
4077;2023/2024;5;4;2;261
4078;2025/2026;1;23;1;262
4079;2025/2026;2;28;2;262
4080;2025/2026;3;25;2;262
4081;2025/2026;4;24;1;262
4082;2025/2026;5;32;2;262
4083;2024/2025;1;27;2;262
4084;2024/2025;2;25;2;262
4085;2024/2025;3;24;1;262
4086;2024/2025;4;34;2;262
4087;2024/2025;5;28;2;262
4088;2023/2024;1;26;2;262
4089;2023/2024;2;24;1;262
4090;2023/2024;3;33;2;262
4091;2023/2024;4;26;2;262
4092;2023/2024;5;55;3;262
4093;2025/2026;1;15;1;263
4094;2025/2026;2;10;1;263
4095;2025/2026;3;16;1;263
4096;2025/2026;4;9;1;263
4097;2025/2026;5;19;1;263
4098;2024/2025;1;10;1;263
4099;2024/2025;2;16;1;263
4100;2024/2025;3;9;1;263
4101;2024/2025;4;19;1;263
4102;2024/2025;5;17;1;263
4103;2023/2024;1;15;1;263
4104;2023/2024;2;9;1;263
4105;2023/2024;3;17;1;263
4106;2023/2024;4;17;1;263
4107;2023/2024;5;21;1;263
4108;2025/2026;1;41;2;265
4109;2025/2026;2;68;3;265
4110;2025/2026;3;47;2;265
4111;2024/2025;1;70;3;265
4112;2024/2025;2;48;2;265
4113;2024/2025;3;55;3;265
4114;2023/2024;1;46;2;265
4115;2023/2024;2;56;3;265
4116;2023/2024;3;62;3;265
4117;2025/2026;1;9;1;264
4118;2025/2026;2;19;1;264
4119;2025/2026;3;13;1;264
4120;2025/2026;4;19;1;264
4121;2025/2026;5;16;1;264
4122;2024/2025;1;19;1;264
4123;2024/2025;2;13;1;264
4124;2024/2025;3;20;1;264
4125;2024/2025;4;16;1;264
4126;2024/2025;5;23;2;264
4127;2023/2024;1;15;1;264
4128;2023/2024;2;20;1;264
4129;2023/2024;3;16;1;264
4130;2023/2024;4;24;2;264
4131;2023/2024;5;18;1;264
4132;2025/2026;1;17;1;266
4133;2025/2026;2;21;1;266
4134;2025/2026;3;19;1;266
4135;2024/2025;1;21;1;266
4136;2024/2025;2;19;1;266
4137;2024/2025;3;20;1;266
4138;2023/2024;1;19;1;266
4139;2023/2024;2;21;1;266
4140;2023/2024;3;21;1;266
4141;2025/2026;0;106;0;725
4142;2024/2025;0;110;0;725
4143;2023/2024;0;104;0;725
4144;2025/2026;1;36;2;739
4145;2025/2026;2;47;2;739
4146;2025/2026;3;38;2;739
4147;2024/2025;1;46;2;739
4148;2024/2025;2;41;2;739
4149;2024/2025;3;39;2;739
4150;2023/2024;1;41;2;739
4151;2023/2024;2;39;2;739
4152;2023/2024;3;24;1;739
4153;2025/2026;1;11;1;285
4154;2025/2026;2;9;1;285
4155;2025/2026;3;19;1;285
4156;2025/2026;4;7;1;285
4157;2025/2026;5;8;1;285
4158;2024/2025;1;10;1;285
4159;2024/2025;2;18;1;285
4160;2024/2025;3;7;1;285
