vivoscuola school link;academic year;school year;number of students;number of classes
https://www.vivoscuola.it/content/view/full/29627;2023/2024;3;20;1
https://www.vivoscuola.it/content/view/full/29627;2023/2024;4;23;1
https://www.vivoscuola.it/content/view/full/29627;2023/2024;5;31;2
https://www.vivoscuola.it/content/view/full/29626;2025/2026;1;30;2
https://www.vivoscuola.it/content/view/full/29626;2025/2026;2;37;2
https://www.vivoscuola.it/content/view/full/29626;2025/2026;3;53;3
https://www.vivoscuola.it/content/view/full/29626;2025/2026;4;53;3
https://www.vivoscuola.it/content/view/full/29626;2025/2026;5;62;3
https://www.vivoscuola.it/content/view/full/29626;2024/2025;1;38;2
https://www.vivoscuola.it/content/view/full/29626;2024/2025;2;54;3
https://www.vivoscuola.it/content/view/full/29626;2024/2025;3;50;3
https://www.vivoscuola.it/content/view/full/29626;2024/2025;4;65;3
https://www.vivoscuola.it/content/view/full/29626;2024/2025;5;53;3
https://www.vivoscuola.it/content/view/full/29626;2023/2024;1;59;3
https://www.vivoscuola.it/content/view/full/29626;2023/2024;2;54;3
https://www.vivoscuola.it/content/view/full/29626;2023/2024;3;67;3
https://www.vivoscuola.it/content/view/full/29626;2023/2024;4;55;3
https://www.vivoscuola.it/content/view/full/29626;2023/2024;5;67;3
https://www.vivoscuola.it/content/view/full/29628;2025/2026;1;23;1
https://www.vivoscuola.it/content/view/full/29628;2025/2026;2;27;2
https://www.vivoscuola.it/content/view/full/29628;2025/2026;3;36;2
https://www.vivoscuola.it/content/view/full/29628;2025/2026;4;24;1
https://www.vivoscuola.it/content/view/full/29628;2025/2026;5;21;1
https://www.vivoscuola.it/content/view/full/29628;2024/2025;1;28;2
https://www.vivoscuola.it/content/view/full/29628;2024/2025;2;36;2
https://www.vivoscuola.it/content/view/full/29628;2024/2025;3;24;1
https://www.vivoscuola.it/content/view/full/29628;2024/2025;4;22;1
https://www.vivoscuola.it/content/view/full/29628;2024/2025;5;32;2
https://www.vivoscuola.it/content/view/full/29628;2023/2024;1;38;2
https://www.vivoscuola.it/content/view/full/29628;2023/2024;2;23;1
https://www.vivoscuola.it/content/view/full/29628;2023/2024;3;22;1
https://www.vivoscuola.it/content/view/full/29628;2023/2024;4;32;2
https://www.vivoscuola.it/content/view/full/29628;2023/2024;5;35;2
https://www.vivoscuola.it/content/view/full/29940;2025/2026;0;80;0
https://www.vivoscuola.it/content/view/full/29940;2024/2025;0;93;0
https://www.vivoscuola.it/content/view/full/29940;2023/2024;0;93;0
https://www.vivoscuola.it/content/view/full/29718;2025/2026;1;12;1
https://www.vivoscuola.it/content/view/full/29718;2025/2026;2;9;1
https://www.vivoscuola.it/content/view/full/29718;2025/2026;3;13;1
https://www.vivoscuola.it/content/view/full/29718;2025/2026;4;9;1
https://www.vivoscuola.it/content/view/full/29718;2025/2026;5;16;1
https://www.vivoscuola.it/content/view/full/29718;2024/2025;1;9;1
https://www.vivoscuola.it/content/view/full/29718;2024/2025;2;13;1
https://www.vivoscuola.it/content/view/full/29718;2024/2025;3;10;1
https://www.vivoscuola.it/content/view/full/29718;2024/2025;4;16;1
https://www.vivoscuola.it/content/view/full/29718;2024/2025;5;9;1
https://www.vivoscuola.it/content/view/full/29718;2023/2024;1;12;1
https://www.vivoscuola.it/content/view/full/29718;2023/2024;2;10;1
https://www.vivoscuola.it/content/view/full/29718;2023/2024;3;16;1
https://www.vivoscuola.it/content/view/full/29718;2023/2024;4;9;1
https://www.vivoscuola.it/content/view/full/29718;2023/2024;5;7;1
https://www.vivoscuola.it/content/view/full/29630;2025/2026;1;114;5
https://www.vivoscuola.it/content/view/full/29630;2025/2026;2;157;7
https://www.vivoscuola.it/content/view/full/29630;2025/2026;3;150;7
https://www.vivoscuola.it/content/view/full/29630;2024/2025;1;158;7
https://www.vivoscuola.it/content/view/full/29630;2024/2025;2;153;7
https://www.vivoscuola.it/content/view/full/29630;2024/2025;3;120;5
https://www.vivoscuola.it/content/view/full/29630;2023/2024;1;156;7
https://www.vivoscuola.it/content/view/full/29630;2023/2024;2;121;5
https://www.vivoscuola.it/content/view/full/29630;2023/2024;3;162;7
https://www.vivoscuola.it/content/view/full/30172;2025/2026;0;43;0
https://www.vivoscuola.it/content/view/full/30172;2024/2025;0;43;0
https://www.vivoscuola.it/content/view/full/30172;2023/2024;0;49;0
https://www.vivoscuola.it/content/view/full/29719;2025/2026;1;9;1
https://www.vivoscuola.it/content/view/full/29719;2025/2026;2;11;1
https://www.vivoscuola.it/content/view/full/29719;2025/2026;3;18;1
https://www.vivoscuola.it/content/view/full/29719;2025/2026;4;14;1
https://www.vivoscuola.it/content/view/full/29719;2025/2026;5;15;1
https://www.vivoscuola.it/content/view/full/29719;2024/2025;1;11;1
https://www.vivoscuola.it/content/view/full/29719;2024/2025;2;18;1
https://www.vivoscuola.it/content/view/full/29719;2024/2025;3;15;1
https://www.vivoscuola.it/content/view/full/29719;2024/2025;4;15;1
https://www.vivoscuola.it/content/view/full/29719;2024/2025;5;11;1
https://www.vivoscuola.it/content/view/full/29719;2023/2024;1;19;1
https://www.vivoscuola.it/content/view/full/29719;2023/2024;2;16;1
https://www.vivoscuola.it/content/view/full/29719;2023/2024;3;16;1
https://www.vivoscuola.it/content/view/full/29719;2023/2024;4;11;1
https://www.vivoscuola.it/content/view/full/29719;2023/2024;5;17;1
https://www.vivoscuola.it/content/view/full/29720;2025/2026;1;8;1
https://www.vivoscuola.it/content/view/full/29720;2025/2026;2;19;1
https://www.vivoscuola.it/content/view/full/29720;2025/2026;3;8;1
https://www.vivoscuola.it/content/view/full/29720;2025/2026;4;5;1
https://www.vivoscuola.it/content/view/full/29720;2025/2026;5;15;1
https://www.vivoscuola.it/content/view/full/29720;2024/2025;1;19;1
https://www.vivoscuola.it/content/view/full/29720;2024/2025;2;8;1
https://www.vivoscuola.it/content/view/full/29720;2024/2025;3;5;1
https://www.vivoscuola.it/content/view/full/29720;2024/2025;4;17;1
https://www.vivoscuola.it/content/view/full/29720;2024/2025;5;11;1
https://www.vivoscuola.it/content/view/full/29720;2023/2024;1;7;1
https://www.vivoscuola.it/content/view/full/29720;2023/2024;2;5;1
https://www.vivoscuola.it/content/view/full/29720;2023/2024;3;15;1
https://www.vivoscuola.it/content/view/full/29720;2023/2024;4;13;2
https://www.vivoscuola.it/content/view/full/29720;2023/2024;5;11;1
https://www.vivoscuola.it/content/view/full/29722;2025/2026;1;12;1
https://www.vivoscuola.it/content/view/full/29722;2025/2026;2;11;1
https://www.vivoscuola.it/content/view/full/29722;2025/2026;3;6;1
https://www.vivoscuola.it/content/view/full/29722;2025/2026;4;10;1
https://www.vivoscuola.it/content/view/full/29722;2025/2026;5;7;1
https://www.vivoscuola.it/content/view/full/29722;2024/2025;1;11;1
https://www.vivoscuola.it/content/view/full/29722;2024/2025;2;6;1
https://www.vivoscuola.it/content/view/full/29722;2024/2025;3;11;1
https://www.vivoscuola.it/content/view/full/29722;2024/2025;4;7;1
https://www.vivoscuola.it/content/view/full/29722;2024/2025;5;9;1
https://www.vivoscuola.it/content/view/full/29722;2023/2024;1;6;1
https://www.vivoscuola.it/content/view/full/29722;2023/2024;2;10;1
https://www.vivoscuola.it/content/view/full/29722;2023/2024;3;8;1
https://www.vivoscuola.it/content/view/full/29722;2023/2024;4;9;1
https://www.vivoscuola.it/content/view/full/29722;2023/2024;5;8;1
https://www.vivoscuola.it/content/view/full/29721;2025/2026;1;13;1
https://www.vivoscuola.it/content/view/full/29721;2025/2026;2;9;1
https://www.vivoscuola.it/content/view/full/29721;2025/2026;3;13;1
https://www.vivoscuola.it/content/view/full/29721;2025/2026;4;15;1
https://www.vivoscuola.it/content/view/full/29721;2025/2026;5;11;1
https://www.vivoscuola.it/content/view/full/29721;2024/2025;1;8;1
https://www.vivoscuola.it/content/view/full/29721;2024/2025;2;13;1
https://www.vivoscuola.it/content/view/full/29721;2024/2025;3;18;1
https://www.vivoscuola.it/content/view/full/29721;2024/2025;4;11;1
https://www.vivoscuola.it/content/view/full/29721;2024/2025;5;11;1
https://www.vivoscuola.it/content/view/full/29721;2023/2024;1;12;1
https://www.vivoscuola.it/content/view/full/29721;2023/2024;2;17;1
https://www.vivoscuola.it/content/view/full/29721;2023/2024;3;11;1
https://www.vivoscuola.it/content/view/full/29721;2023/2024;4;10;1
https://www.vivoscuola.it/content/view/full/29721;2023/2024;5;10;1
https://www.vivoscuola.it/content/view/full/29724;2025/2026;1;16;1
https://www.vivoscuola.it/content/view/full/29724;2025/2026;2;12;1
https://www.vivoscuola.it/content/view/full/29724;2025/2026;3;16;1
https://www.vivoscuola.it/content/view/full/29724;2025/2026;4;24;2
https://www.vivoscuola.it/content/view/full/29724;2025/2026;5;19;1
https://www.vivoscuola.it/content/view/full/29724;2024/2025;1;12;1
https://www.vivoscuola.it/content/view/full/29724;2024/2025;2;16;1
https://www.vivoscuola.it/content/view/full/29724;2024/2025;3;24;2
https://www.vivoscuola.it/content/view/full/29724;2024/2025;4;19;1
https://www.vivoscuola.it/content/view/full/29724;2024/2025;5;23;1
https://www.vivoscuola.it/content/view/full/29724;2023/2024;1;15;1
https://www.vivoscuola.it/content/view/full/29724;2023/2024;2;24;2
https://www.vivoscuola.it/content/view/full/29724;2023/2024;3;18;1
https://www.vivoscuola.it/content/view/full/29724;2023/2024;4;23;1
https://www.vivoscuola.it/content/view/full/29724;2023/2024;5;18;1
https://www.vivoscuola.it/content/view/full/29725;2025/2026;1;46;3
https://www.vivoscuola.it/content/view/full/29725;2025/2026;2;38;2
https://www.vivoscuola.it/content/view/full/29725;2025/2026;3;45;2
https://www.vivoscuola.it/content/view/full/29725;2024/2025;1;38;2
https://www.vivoscuola.it/content/view/full/29725;2024/2025;2;45;2
https://www.vivoscuola.it/content/view/full/29725;2024/2025;3;50;3
https://www.vivoscuola.it/content/view/full/29725;2023/2024;1;44;2
https://www.vivoscuola.it/content/view/full/29725;2023/2024;2;52;3
https://www.vivoscuola.it/content/view/full/29725;2023/2024;3;46;3
https://www.vivoscuola.it/content/view/full/92010;2025/2026;0;77;0
https://www.vivoscuola.it/content/view/full/92010;2024/2025;0;81;0
https://www.vivoscuola.it/content/view/full/92010;2023/2024;0;85;0
https://www.vivoscuola.it/content/view/full/29723;2025/2026;1;16;1
https://www.vivoscuola.it/content/view/full/29723;2025/2026;2;4;1
https://www.vivoscuola.it/content/view/full/29723;2025/2026;3;16;1
https://www.vivoscuola.it/content/view/full/29723;2025/2026;4;5;1
https://www.vivoscuola.it/content/view/full/29723;2025/2026;5;16;1
https://www.vivoscuola.it/content/view/full/29723;2024/2025;1;4;1
https://www.vivoscuola.it/content/view/full/29723;2024/2025;2;16;1
https://www.vivoscuola.it/content/view/full/29723;2024/2025;3;5;1
https://www.vivoscuola.it/content/view/full/29723;2024/2025;4;16;1
https://www.vivoscuola.it/content/view/full/29723;2024/2025;5;11;1
https://www.vivoscuola.it/content/view/full/29723;2023/2024;1;16;1
https://www.vivoscuola.it/content/view/full/29723;2023/2024;2;6;1
https://www.vivoscuola.it/content/view/full/29723;2023/2024;3;16;1
https://www.vivoscuola.it/content/view/full/29723;2023/2024;4;12;1
https://www.vivoscuola.it/content/view/full/29723;2023/2024;5;17;1
https://www.vivoscuola.it/content/view/full/29726;2025/2026;1;8;1
https://www.vivoscuola.it/content/view/full/29726;2025/2026;2;9;1
https://www.vivoscuola.it/content/view/full/29726;2025/2026;3;7;1
https://www.vivoscuola.it/content/view/full/29726;2024/2025;1;8;1
https://www.vivoscuola.it/content/view/full/29726;2024/2025;2;7;1
https://www.vivoscuola.it/content/view/full/29726;2024/2025;3;18;1
https://www.vivoscuola.it/content/view/full/29726;2023/2024;1;8;1
https://www.vivoscuola.it/content/view/full/29726;2023/2024;2;17;1
https://www.vivoscuola.it/content/view/full/29726;2023/2024;3;2;1
https://www.vivoscuola.it/content/view/full/29727;2025/2026;1;31;2
https://www.vivoscuola.it/content/view/full/29727;2025/2026;2;39;2
https://www.vivoscuola.it/content/view/full/29727;2025/2026;3;32;2
https://www.vivoscuola.it/content/view/full/29727;2024/2025;1;41;2
https://www.vivoscuola.it/content/view/full/29727;2024/2025;2;33;2
https://www.vivoscuola.it/content/view/full/29727;2024/2025;3;34;2
https://www.vivoscuola.it/content/view/full/29727;2023/2024;1;33;2
https://www.vivoscuola.it/content/view/full/29727;2023/2024;2;34;2
https://www.vivoscuola.it/content/view/full/29727;2023/2024;3;35;2
https://www.vivoscuola.it/content/view/full/29622;2025/2026;1;24;1
https://www.vivoscuola.it/content/view/full/29622;2025/2026;2;40;2
https://www.vivoscuola.it/content/view/full/29622;2025/2026;3;34;2
https://www.vivoscuola.it/content/view/full/29622;2025/2026;4;33;2
https://www.vivoscuola.it/content/view/full/29622;2025/2026;5;31;2
https://www.vivoscuola.it/content/view/full/29622;2024/2025;1;40;2
https://www.vivoscuola.it/content/view/full/29622;2024/2025;2;34;2
https://www.vivoscuola.it/content/view/full/29622;2024/2025;3;35;2
https://www.vivoscuola.it/content/view/full/29622;2024/2025;4;32;2
https://www.vivoscuola.it/content/view/full/29622;2024/2025;5;32;2
https://www.vivoscuola.it/content/view/full/29622;2023/2024;1;34;2
https://www.vivoscuola.it/content/view/full/29622;2023/2024;2;34;2
https://www.vivoscuola.it/content/view/full/29622;2023/2024;3;32;2
https://www.vivoscuola.it/content/view/full/29622;2023/2024;4;31;2
https://www.vivoscuola.it/content/view/full/29622;2023/2024;5;30;2
https://www.vivoscuola.it/content/view/full/29621;2025/2026;1;20;1
https://www.vivoscuola.it/content/view/full/29621;2025/2026;2;19;1
https://www.vivoscuola.it/content/view/full/29621;2025/2026;3;15;1
https://www.vivoscuola.it/content/view/full/29621;2025/2026;4;14;1
https://www.vivoscuola.it/content/view/full/29621;2025/2026;5;16;1
https://www.vivoscuola.it/content/view/full/29621;2024/2025;1;19;1
https://www.vivoscuola.it/content/view/full/29621;2024/2025;2;15;1
https://www.vivoscuola.it/content/view/full/29621;2024/2025;3;14;1
https://www.vivoscuola.it/content/view/full/29621;2024/2025;4;16;1
https://www.vivoscuola.it/content/view/full/29621;2024/2025;5;14;1
https://www.vivoscuola.it/content/view/full/29621;2023/2024;1;16;1
https://www.vivoscuola.it/content/view/full/29621;2023/2024;2;14;1
https://www.vivoscuola.it/content/view/full/29621;2023/2024;3;16;1
https://www.vivoscuola.it/content/view/full/29621;2023/2024;4;14;1
https://www.vivoscuola.it/content/view/full/29621;2023/2024;5;25;1
https://www.vivoscuola.it/content/view/full/29620;2025/2026;1;25;2
https://www.vivoscuola.it/content/view/full/29620;2025/2026;2;29;2
https://www.vivoscuola.it/content/view/full/29620;2025/2026;3;29;1
https://www.vivoscuola.it/content/view/full/29620;2025/2026;4;41;2
https://www.vivoscuola.it/content/view/full/29620;2025/2026;5;31;2
https://www.vivoscuola.it/content/view/full/29620;2024/2025;1;30;2
https://www.vivoscuola.it/content/view/full/29620;2024/2025;2;29;1
https://www.vivoscuola.it/content/view/full/29620;2024/2025;3;40;2
https://www.vivoscuola.it/content/view/full/29620;2024/2025;4;30;2
https://www.vivoscuola.it/content/view/full/29620;2024/2025;5;37;2
https://www.vivoscuola.it/content/view/full/29620;2023/2024;1;28;1
https://www.vivoscuola.it/content/view/full/29620;2023/2024;2;39;2
https://www.vivoscuola.it/content/view/full/29620;2023/2024;3;31;2
https://www.vivoscuola.it/content/view/full/29620;2023/2024;4;37;2
https://www.vivoscuola.it/content/view/full/29620;2023/2024;5;40;2
https://www.vivoscuola.it/content/view/full/30220;2025/2026;0;48;0
https://www.vivoscuola.it/content/view/full/30220;2024/2025;0;47;0
https://www.vivoscuola.it/content/view/full/30220;2023/2024;0;39;0
https://www.vivoscuola.it/content/view/full/170202;2025/2026;5;17;1
https://www.vivoscuola.it/content/view/full/170202;2024/2025;5;18;1
https://www.vivoscuola.it/content/view/full/29623;2025/2026;1;37;2
https://www.vivoscuola.it/content/view/full/29623;2025/2026;2;43;2
https://www.vivoscuola.it/content/view/full/29623;2025/2026;3;34;2
https://www.vivoscuola.it/content/view/full/29623;2024/2025;1;43;2
https://www.vivoscuola.it/content/view/full/29623;2024/2025;2;34;2
https://www.vivoscuola.it/content/view/full/29623;2024/2025;3;33;2
https://www.vivoscuola.it/content/view/full/29623;2023/2024;1;33;2
https://www.vivoscuola.it/content/view/full/29623;2023/2024;2;39;2
https://www.vivoscuola.it/content/view/full/29623;2023/2024;3;44;2
https://www.vivoscuola.it/content/view/full/29624;2025/2026;1;46;2
https://www.vivoscuola.it/content/view/full/29624;2025/2026;2;57;3
https://www.vivoscuola.it/content/view/full/29624;2025/2026;3;52;3
https://www.vivoscuola.it/content/view/full/29624;2024/2025;1;56;3
https://www.vivoscuola.it/content/view/full/29624;2024/2025;2;53;3
https://www.vivoscuola.it/content/view/full/29624;2024/2025;3;51;3
https://www.vivoscuola.it/content/view/full/29624;2023/2024;1;54;3
https://www.vivoscuola.it/content/view/full/29624;2023/2024;2;52;3
https://www.vivoscuola.it/content/view/full/29624;2023/2024;3;64;3
https://www.vivoscuola.it/content/view/full/30098;2025/2026;0;35;0
https://www.vivoscuola.it/content/view/full/30098;2024/2025;0;45;0
https://www.vivoscuola.it/content/view/full/30098;2023/2024;0;36;0
https://www.vivoscuola.it/content/view/full/29966;2025/2026;0;42;0
https://www.vivoscuola.it/content/view/full/29966;2024/2025;0;34;0
https://www.vivoscuola.it/content/view/full/29966;2023/2024;0;42;0
https://www.vivoscuola.it/content/view/full/29275;2025/2026;1;27;1
https://www.vivoscuola.it/content/view/full/29275;2025/2026;2;37;2
https://www.vivoscuola.it/content/view/full/29275;2025/2026;3;48;3
https://www.vivoscuola.it/content/view/full/29275;2025/2026;4;27;2
https://www.vivoscuola.it/content/view/full/29275;2024/2025;1;39;2
https://www.vivoscuola.it/content/view/full/29275;2024/2025;2;41;2
https://www.vivoscuola.it/content/view/full/29275;2024/2025;3;48;2
https://www.vivoscuola.it/content/view/full/29275;2024/2025;4;35;2
https://www.vivoscuola.it/content/view/full/29275;2023/2024;1;45;2
https://www.vivoscuola.it/content/view/full/29275;2023/2024;2;47;3
https://www.vivoscuola.it/content/view/full/29275;2023/2024;3;53;3
https://www.vivoscuola.it/content/view/full/29275;2023/2024;4;28;2
https://www.vivoscuola.it/content/view/full/29919;2025/2026;1;22;1
https://www.vivoscuola.it/content/view/full/29919;2025/2026;2;26;1
https://www.vivoscuola.it/content/view/full/29919;2025/2026;3;20;1
https://www.vivoscuola.it/content/view/full/29919;2025/2026;4;21;1
https://www.vivoscuola.it/content/view/full/29919;2025/2026;5;17;1
https://www.vivoscuola.it/content/view/full/29919;2024/2025;1;23;1
https://www.vivoscuola.it/content/view/full/29919;2024/2025;2;24;1
https://www.vivoscuola.it/content/view/full/29919;2024/2025;3;24;1
https://www.vivoscuola.it/content/view/full/29919;2024/2025;4;19;1
https://www.vivoscuola.it/content/view/full/29919;2024/2025;5;18;1
https://www.vivoscuola.it/content/view/full/29919;2023/2024;1;23;1
https://www.vivoscuola.it/content/view/full/29919;2023/2024;2;22;1
https://www.vivoscuola.it/content/view/full/29919;2023/2024;3;23;1
https://www.vivoscuola.it/content/view/full/29919;2023/2024;4;20;1
https://www.vivoscuola.it/content/view/full/29919;2023/2024;5;17;1
https://www.vivoscuola.it/content/view/full/29920;2025/2026;1;22;1
https://www.vivoscuola.it/content/view/full/29920;2025/2026;2;23;1
https://www.vivoscuola.it/content/view/full/29920;2025/2026;3;18;1
https://www.vivoscuola.it/content/view/full/29920;2025/2026;4;27;1
https://www.vivoscuola.it/content/view/full/29920;2025/2026;5;36;2
https://www.vivoscuola.it/content/view/full/29920;2024/2025;1;22;1
https://www.vivoscuola.it/content/view/full/29920;2024/2025;2;20;1
https://www.vivoscuola.it/content/view/full/29920;2024/2025;3;26;1
https://www.vivoscuola.it/content/view/full/29920;2024/2025;4;22;1
https://www.vivoscuola.it/content/view/full/29920;2024/2025;5;40;2
https://www.vivoscuola.it/content/view/full/29920;2023/2024;1;23;1
https://www.vivoscuola.it/content/view/full/29920;2023/2024;2;23;1
https://www.vivoscuola.it/content/view/full/29920;2023/2024;3;22;1
https://www.vivoscuola.it/content/view/full/29920;2023/2024;4;24;1
https://www.vivoscuola.it/content/view/full/29920;2023/2024;5;40;2
https://www.vivoscuola.it/content/view/full/29922;2025/2026;1;25;1
https://www.vivoscuola.it/content/view/full/29922;2025/2026;2;24;1
https://www.vivoscuola.it/content/view/full/29922;2025/2026;3;21;1
https://www.vivoscuola.it/content/view/full/29922;2025/2026;4;19;1
https://www.vivoscuola.it/content/view/full/29922;2024/2025;1;26;1
https://www.vivoscuola.it/content/view/full/29922;2024/2025;2;23;1
https://www.vivoscuola.it/content/view/full/29922;2024/2025;3;18;1
https://www.vivoscuola.it/content/view/full/29922;2024/2025;4;21;1
https://www.vivoscuola.it/content/view/full/29922;2023/2024;1;25;1
https://www.vivoscuola.it/content/view/full/29922;2023/2024;2;21;1
https://www.vivoscuola.it/content/view/full/29922;2023/2024;3;22;1
https://www.vivoscuola.it/content/view/full/29922;2023/2024;4;20;1
https://www.vivoscuola.it/content/view/full/29921;2025/2026;1;22;1
https://www.vivoscuola.it/content/view/full/29921;2025/2026;2;23;1
https://www.vivoscuola.it/content/view/full/29921;2025/2026;3;20;1
https://www.vivoscuola.it/content/view/full/29921;2025/2026;4;22;1
https://www.vivoscuola.it/content/view/full/29921;2025/2026;5;23;1
https://www.vivoscuola.it/content/view/full/29921;2024/2025;1;22;1
https://www.vivoscuola.it/content/view/full/29921;2024/2025;2;23;1
https://www.vivoscuola.it/content/view/full/29921;2024/2025;3;25;1
https://www.vivoscuola.it/content/view/full/29921;2024/2025;4;24;1
https://www.vivoscuola.it/content/view/full/29921;2024/2025;5;22;1
https://www.vivoscuola.it/content/view/full/29921;2023/2024;1;23;1
https://www.vivoscuola.it/content/view/full/29921;2023/2024;2;19;1
https://www.vivoscuola.it/content/view/full/29921;2023/2024;3;24;1
https://www.vivoscuola.it/content/view/full/29921;2023/2024;4;21;1
https://www.vivoscuola.it/content/view/full/29921;2023/2024;5;21;1
https://www.vivoscuola.it/content/view/full/29607;2025/2026;1;49;3
https://www.vivoscuola.it/content/view/full/29607;2025/2026;2;42;2
https://www.vivoscuola.it/content/view/full/29607;2025/2026;3;42;2
https://www.vivoscuola.it/content/view/full/29607;2025/2026;4;50;3
https://www.vivoscuola.it/content/view/full/29607;2025/2026;5;44;2
https://www.vivoscuola.it/content/view/full/29607;2024/2025;1;42;2
https://www.vivoscuola.it/content/view/full/29607;2024/2025;2;41;2
https://www.vivoscuola.it/content/view/full/29607;2024/2025;3;52;3
https://www.vivoscuola.it/content/view/full/29607;2024/2025;4;42;2
https://www.vivoscuola.it/content/view/full/29607;2024/2025;5;69;3
https://www.vivoscuola.it/content/view/full/29607;2023/2024;1;41;2
https://www.vivoscuola.it/content/view/full/29607;2023/2024;2;53;3
https://www.vivoscuola.it/content/view/full/29607;2023/2024;3;42;2
https://www.vivoscuola.it/content/view/full/29607;2023/2024;4;71;3
https://www.vivoscuola.it/content/view/full/29607;2023/2024;5;55;3
https://www.vivoscuola.it/content/view/full/170192;2025/2026;5;16;1
https://www.vivoscuola.it/content/view/full/170192;2024/2025;5;12;1
https://www.vivoscuola.it/content/view/full/29611;2025/2026;1;18;1
https://www.vivoscuola.it/content/view/full/29611;2025/2026;2;13;1
https://www.vivoscuola.it/content/view/full/29611;2025/2026;3;19;1
https://www.vivoscuola.it/content/view/full/29611;2025/2026;4;17;1
https://www.vivoscuola.it/content/view/full/29611;2025/2026;5;22;1
https://www.vivoscuola.it/content/view/full/29611;2024/2025;1;13;1
https://www.vivoscuola.it/content/view/full/29611;2024/2025;2;19;1
https://www.vivoscuola.it/content/view/full/29611;2024/2025;3;19;1
https://www.vivoscuola.it/content/view/full/29611;2024/2025;4;22;1
https://www.vivoscuola.it/content/view/full/29611;2024/2025;5;23;1
https://www.vivoscuola.it/content/view/full/29611;2023/2024;1;20;1
https://www.vivoscuola.it/content/view/full/29611;2023/2024;2;19;1
https://www.vivoscuola.it/content/view/full/29611;2023/2024;3;23;1
https://www.vivoscuola.it/content/view/full/29611;2023/2024;4;22;1
https://www.vivoscuola.it/content/view/full/29611;2023/2024;5;22;1
https://www.vivoscuola.it/content/view/full/29608;2025/2026;1;22;1
https://www.vivoscuola.it/content/view/full/29608;2025/2026;2;12;1
https://www.vivoscuola.it/content/view/full/29608;2025/2026;3;16;1
https://www.vivoscuola.it/content/view/full/29608;2025/2026;4;12;1
https://www.vivoscuola.it/content/view/full/29608;2025/2026;5;19;1
https://www.vivoscuola.it/content/view/full/29608;2024/2025;1;11;1
https://www.vivoscuola.it/content/view/full/29608;2024/2025;2;16;1
https://www.vivoscuola.it/content/view/full/29608;2024/2025;3;12;1
https://www.vivoscuola.it/content/view/full/29608;2024/2025;4;19;1
https://www.vivoscuola.it/content/view/full/29608;2024/2025;5;19;1
https://www.vivoscuola.it/content/view/full/29608;2023/2024;1;16;1
https://www.vivoscuola.it/content/view/full/29608;2023/2024;2;13;1
https://www.vivoscuola.it/content/view/full/29608;2023/2024;3;21;1
https://www.vivoscuola.it/content/view/full/29608;2023/2024;4;19;1
https://www.vivoscuola.it/content/view/full/29608;2023/2024;5;21;1
https://www.vivoscuola.it/content/view/full/29612;2025/2026;1;126;6
https://www.vivoscuola.it/content/view/full/29612;2025/2026;2;102;5
https://www.vivoscuola.it/content/view/full/29612;2025/2026;3;98;5
https://www.vivoscuola.it/content/view/full/29612;2024/2025;1;103;5
https://www.vivoscuola.it/content/view/full/29612;2024/2025;2;101;5
https://www.vivoscuola.it/content/view/full/29612;2024/2025;3;115;5
https://www.vivoscuola.it/content/view/full/29612;2023/2024;1;104;5
https://www.vivoscuola.it/content/view/full/29612;2023/2024;2;114;5
https://www.vivoscuola.it/content/view/full/29612;2023/2024;3;123;6
https://www.vivoscuola.it/content/view/full/29609;2025/2026;1;5;1
https://www.vivoscuola.it/content/view/full/29609;2025/2026;2;6;1
https://www.vivoscuola.it/content/view/full/29609;2025/2026;3;8;1
https://www.vivoscuola.it/content/view/full/29609;2025/2026;4;10;1
https://www.vivoscuola.it/content/view/full/29609;2025/2026;5;8;1
https://www.vivoscuola.it/content/view/full/29609;2024/2025;1;6;1
https://www.vivoscuola.it/content/view/full/29609;2024/2025;2;8;1
https://www.vivoscuola.it/content/view/full/29609;2024/2025;3;9;1
https://www.vivoscuola.it/content/view/full/29609;2024/2025;4;8;1
https://www.vivoscuola.it/content/view/full/29609;2024/2025;5;5;1
https://www.vivoscuola.it/content/view/full/29609;2023/2024;1;8;1
https://www.vivoscuola.it/content/view/full/29609;2023/2024;2;9;1
https://www.vivoscuola.it/content/view/full/29609;2023/2024;3;8;1
https://www.vivoscuola.it/content/view/full/29609;2023/2024;4;5;1
https://www.vivoscuola.it/content/view/full/29609;2023/2024;5;5;1
https://www.vivoscuola.it/content/view/full/29249;2025/2026;1;53;3
https://www.vivoscuola.it/content/view/full/29249;2025/2026;2;45;3
https://www.vivoscuola.it/content/view/full/29249;2025/2026;3;66;4
https://www.vivoscuola.it/content/view/full/29249;2025/2026;4;25;2
https://www.vivoscuola.it/content/view/full/29249;2024/2025;1;60;3
https://www.vivoscuola.it/content/view/full/29249;2024/2025;2;74;4
https://www.vivoscuola.it/content/view/full/29249;2024/2025;3;53;3
https://www.vivoscuola.it/content/view/full/29249;2024/2025;4;19;1
https://www.vivoscuola.it/content/view/full/29249;2023/2024;1;67;3
https://www.vivoscuola.it/content/view/full/29249;2023/2024;2;51;3
https://www.vivoscuola.it/content/view/full/29249;2023/2024;3;47;3
https://www.vivoscuola.it/content/view/full/29249;2023/2024;4;23;1
https://www.vivoscuola.it/content/view/full/30080;2025/2026;0;25;0
https://www.vivoscuola.it/content/view/full/30080;2024/2025;0;24;0
